quality	left_url	right_url
right	https://www.paparazzi.ru/blogs/Lilith/425647/	https://inforeactor.ru/304762-vtoroi-syn-rodilsya-u-34-letnego-aleksandra-ovechkina
left	https://actualnews.org/exclusive/347924-roskomnadzor-nachnet-blokirovat-v-rossii-piratskie-prilozhenija.html	https://pravo.ru/news/222214/
right	https://inkazan.ru/news/sport/27-05-2020/u-vtorogo-futbolista-rubina-vyyavili-koronavirus	https://www.rosbalt.ru/russia/2020/05/27/1845648.html
left	https://vestikavkaza.ru/news/v-gosdume-detalno-propisut-kriterii-narusenia-tisiny-v-domah-v-nocnoe-vrema.html	https://newdaynews.ru/society/693202.html
left	http://kontrakty.ua/article/156644	https://ubr.ua/finances/finance-ukraine/malyj-biznes-hotov-vozobnovit-rabotu-v-eba-nazvali-hlavnye-tendentsii-na-rynke-3893114
right	https://www.drive2.ru/e/B8j7QEAAAGk	https://iz.ru/1016180/2020-05-27/bmw-predstavila-v-rossii-obnovlennyi-sedan-piatoi-serii
left	https://www.facenews.ua/news/2020/481310/	https://delo.ua/business/33-malyh-predprinimatelej-poterjali-bolee-50-do-368944/
left	https://www.rbc.ru/rbcfreenews/5ece75ef9a7947ce337586ff	https://sputnik.by/politics/20200527/1044776073/Sammity-ShOS-i-BRIKS-perenesli.html
right	https://www.livesport.ru/football/2020/05/27/bvb_bayern_press/	https://news.sportbox.ru/Vidy_sporta/Futbol/Bubnov/spbnews_NI1194017_Takih_TTD_i_stol_nizkogo_braka_ne_videl_uzhe_davno_Razbor_matcha_Borussija_D__Bavarija_s_Aleksandrom_Bubnovym
right	https://news.rambler.ru/politics/44247120-kosachev-ssha-prevratilis-v-mirovogo-shantazhista-nomer-odin/	https://vestikavkaza.ru/news/kosacev-otreagiroval-na-ugrozy-novyh-sankcij-ssa-protiv-severnogo-potoka-2.html
right	https://nation-news.ru/526021-efremov-priznalsya-chto-pandemiya-sharahnula-po-artistam-i-sdelala-ih-darmoedami	https://www.infox.ru/news/283/236429-mihail-efremov-rasskazal-kak-silno-izmenilas-zizn-akterov-iz-za-epidemii
right	https://russian.rt.com/sport/news/749992-nhl-matchi-plei-off-leto	https://nevasport.ru/144600-kluby-nhl-provedut-po-dva-vystavochnyh-matcha-pered-vozobnovleniem-sezona/
right	https://racurs.ua/n138841-karantin-v-kieve-v-stolice-na-etoy-nedele-otkryvaut-trc.html	https://ukranews.com/news/704874-kiev-otkroet-trts-v-subbotu-30-maya
right	https://theins.ru/parafraz/221950	https://medialeaks.ru/news/2705ivl-myasnikov/
left	https://topdialog.ru/2020/05/27/smolnyj-ochnaya-sdacha-ege-nachnyotsya-s-3-iyulya/	https://navigato.ru/novosti/publication/nazvani-novie-dati-ege-dlia-shkolnikov-rossii
draw	https://www.mk.ru/politics/2020/05/27/glava-udmurtii-zabolel-koronavirusom.html	https://news.rambler.ru/politics/44251651-glava-udmurtii-zarazilsya-koronavirusom/?utm_source=rnewsvk&utm_campaign=post&utm_medium=social
left	https://news-r.ru/news/events/479799/	https://www.business-gazeta.ru/news/469907
draw	https://news.tut.by/world/686314.html	https://www.rbc.ru/society/27/05/2020/5ece6e859a7947ca187815d0
left	https://inforeactor.ru/304796-voennosluzhashchii-vs-turcii-skonchalsya-v-rezultate-vzryva-na-trasse-m-4-v-sirii	https://newinform.com/227565-minoborony-turcii-podtverdilo-informaciyu-o-smerti-voennosluzhashchego-na-trasse-m-4
left	https://runews24.ru/show-business/27/05/2020/0411f912f12a568f473cfb7253d551f6	https://bimru.ru/news/129430
left	https://autorating.ru/news/2020-05-27-obnovilos-semeystvo-bmw-5-serii/	https://dvizhok.su/auto/bmw-obnovila-pyaterku
left	https://ua.news/ru/zastupnyk-golovy-kyyivskoyi-oda-stane-kerivnykom-administratsiyi/	https://www.facenews.ua/news/2020/481301/
right	https://kirov-portal.ru/news/poslednie-novosti/ehksperty-rasskazali-kogda-rossiyane-smogut-otdyhat-za-granicej-29551/	https://www.nakanune.ru/news/2020/05/27/22574617/
left	https://lifehacker.ru/rezhim-samoizolyacii-v-moskve-prodlyon/	https://www.infox.ru/news/283/236407-sobanin-rasskazal-o-vtorom-etape-smagcenia-ogranicenij
draw	http://allsport-news.net/366894_liverpul_otkazalsya_ot_pokupki_vernera.html	https://sport.ua/news/489259-liverpul-otkazalsya-pokupat-vernera
right	https://moscow-baku.ru/news/politics/ya_chto_ne_chelovek_kadyrov_otvetil_na_publikatsii_o_svoey_bolezni/	https://lenta.ru/news/2020/05/27/zdorov/
right	https://vestikavkaza.ru/news/v-renault-isklucili-slianie-s-nissan.html	https://interfax.com.ua/news/economic/665080.html
left	https://kazanfirst.ru/news/519285	https://kazan.mk.ru/social/2020/05/27/v-tatarstane-chislo-zarazheniy-covid19-poshlo-na-ubyl.html
right	https://fakty.com.ua/ru/ukraine/20200527-v-ukrayini-znovu-vpav-pryrist-hvoryh-na-covid-19-za-dobu-321-novyj-vypadok/	https://nikvesti.com/news/public/189258
right	https://actualnews.org/exclusive/347866-startovali-prodazhi-bjudzhetnogo-monitora-redmi-1a.html	http://4pda.ru/2020/05/27/371747/
right	https://ria-m.tv/news/194481/v_moz_nazvali_usloviya_vozobnovleniya_aviapereletov.html	https://kg.ua/news/15-iyunya-v-ukrainu-vernutsya-mezhdunarodnye-aviaperevozki-no-stanet-obyazatelnoy-dvuhnedelnaya
left	https://nikvesti.com/news/public/189298	https://strana.ua/news/269688-polsha-oslabljaet-karantin-s-30-maja.html
right	https://anonsens.ru/37842_podrobnosti_o_novom_bmw_5_series_muradov15	https://rueconomics.ru/444307-bmw-predstavila-obnovlennyi-liftbek-6-i-serii-gt
right	https://pg21.ru/news/64608	https://www.rosbalt.ru/piter/2020/05/27/1845659.html
right	https://ura.news/news/1052433791	https://pravo.ru/news/222232/
right	https://tvrain.ru/news/ne_imeju_pravo_postavit_kapelnitsu_kadyrov_otvetil_na_sluhi_o_svoej_bolezni-509585/?utm_source=vk&utm_medium=social&utm_campaign=news&utm_term=509585	http://allsport-news.net/366850_kadyirov_o_koronaviruse_ya_ne_chelovek_ne_imeyu_prava_zabolet_ya_absolyutno_zdorov.html
right	https://www.dsnews.ua/politics/kabmin-naznachil-gubernatora-kievshchiny-27052020134300	https://ua.news/ru/zastupnyk-golovy-kyyivskoyi-oda-stane-kerivnykom-administratsiyi/
left	https://www.oreanda.ru/gosudarstvo/sobyanin-dal-razreshenie-gulyat-v-rossiyskoy-stolitse-s-1-iyunya/article1319445/	https://news.tut.by/world/686314.html
right	https://www.facenews.ua/news/2020/481275/	https://lenta.ru/news/2020/05/27/ukraine_avia/
left	https://vladnews.ru/2020-05-27/172577/basseynam_fitnesklubam	https://www.livekuban.ru/news/obshchestvo/rospotrebnadzor-kak-dolzhny-rabotat-basseyny-i-fitnes-kluby/
left	https://www.sports.ru/hockey/1085775965.html	https://www.zakon.kz/5024492-nhl-obyavil-o-vozobnovlenii-sezona.html
right	https://newdaynews.ru/tourism/693186.html	https://kirov-portal.ru/news/poslednie-novosti/ehksperty-rasskazali-kogda-rossiyane-smogut-otdyhat-za-granicej-29551/
right	https://www.obozrevatel.com/kiyany/life/trts-v-kieve-mogut-otkryitsya-uzhe-k-kontsu-nedeli-nazvanyi-usloviya.htm	https://www.obozrevatel.com/kiyany/life/v-kieve-razreshili-otkryit-trts-i-gostinitsyi-klichko-nazval-datu.htm
left	https://joinfo.ua/weather/1272047_Gismeteo-Ukraina-pogoda-27-maya-2020--regionah.html	https://apostrophe.ua/news/society/2020-05-27/prekratyatsya-li-dojdi-v-ukraine-do-kontsa-maya-prognoz-sinoptikov/198359
left	https://sport.ua/news/489157-borussiya-dortmund-vpervye-s-2015-goda-ne-zabila-i-ustupila-v-domashney-igre	https://www.livesport.ru/football/2020/05/27/bvb_bayern_press/
right	https://www.sportsdaily.ru/news/rezultaty-28-tura-bundesligi2	https://football.ua/germany/422633-borussija-d-vpervye-s-2015-goda-proigrala-doma-v-bundeslige-v-sukhuju.html
left	https://www.kam24.ru/news/main/20200527/74645.html	https://www.newsvl.ru/society/2020/05/27/190391/
right	https://www.livekuban.ru/news/obshchestvo/v-krasnodarskom-krae-vyyavleno-80-novykh-sluchaev-koronavirusa/	https://anapa-ch.ru/na-kubani-koronavirusom-zabolelo-uzhe-35-tysyachi-chelovek/
draw	http://newsroom24.ru/news/kontekst/210237/	https://sibdepo.ru/news/vtb-zapustil-onlajn-registratsiyu-nedvizhimyh-zalogov-dlya-korporativnogo-biznesa.html
left	https://advis.ru/php/view_news.php?id=AAA67EFB-A206-1C43-B59D-6FFC56EC4CA9	https://www.zr.ru/content/news/923391-renault-nissan-i-mitsubishi-p/
right	https://utro.ru/coronavirus/2020/05/27/1446509.shtml	https://vestikavkaza.ru/news/ucenye-koronavirus-lucse-prisposoblen-k-ludam-cem-k-letucim-mysam.html
right	https://www.zakon.kz/5024492-nhl-obyavil-o-vozobnovlenii-sezona.html	https://nevasport.ru/144600-kluby-nhl-provedut-po-dva-vystavochnyh-matcha-pered-vozobnovleniem-sezona/
left	https://news-r.ru/news/events/479799/	https://tsargrad.tv/news/pered-koronavirusom-za-sutki-pali-vse-regiony-rossii-poslednie-dannye-o-covid-19_256325
left	https://newstracker.ru/news/society/27-05-2020/parad-pobedy-proydet-v-stavropole-24-iyunya	https://kuban.mk.ru/social/2020/05/27/v-novorossiyske-proydet-voennyy-parad.html
right	https://ru.krymr.com/a/iz-rossii-virus-stoy-raz-dva/30637523.html	https://www.kam24.ru/news/main/20200527/74645.html
left	https://polit.info/496881-mismari-ulichil-bratev-musulman-v-publikacii-feikov-o-novyh-samoletah-v-livii	https://ria.ru/20200527/1572034193.html
left	https://www.vkonline.ru/news/archive/256246/v-gosdumu-vnesli-zakonoproekt-ob-obyazannosti-zhilcov-soblyudat-tishinu-v-nochnoe-vremya	https://newdaynews.ru/society/693202.html
right	https://sputnik.by/politics/20200527/1044776073/Sammity-ShOS-i-BRIKS-perenesli.html	https://forpost-sz.ru/a/2020-05-27/sammity-briks-i-shos-perenesut-s-iyulya-na-bolee-pozdnij-srok
left	https://pluggedin.ru/open/prezentaciya-PS5-proydet-3-iyunya-24405	https://www.iphones.ru/iNotes/sluh-prezentaciya-playstation-5-sostoitsya-3-iyunya-05-27-2020
right	https://www.mskagency.ru/materials/3007121	https://theins.ru/news/221908
left	https://from-ua.com/news/550348-kabmin-soglasoval-naznachenie-predsedatelya-kievskoi-oga.html	http://kontrakty.ua/article/156658
left	https://ukranews.com/news/704911-volodin-ofitsialno-stal-gubernatorom-kievskoj-oblasti	http://kontrakty.ua/article/156658
right	https://nbnews.com.ua/za-rubezhom/2020/05/27/vsemu-vinoi-sanktsii-mezhdu-ssha-i-rf-nazrevaet-novyi-konflikt/	http://pozitciya.com.ua/80106-ssha-vvedut-novye-sankcii-protiv-nord-stream-2.html
right	https://racurs.ua/n138841-karantin-v-kieve-v-stolice-na-etoy-nedele-otkryvaut-trc.html	https://strana.ua/news/269642-kohda-zarabotajut-trts-i-hostinitsy-v-kieve-kommentarij-klichko.html
bad	http://lj-top.ru/post/ru_polit/20507668	https://medialeaks.ru/news/2705ivl-myasnikov/
left	https://www.rosbalt.ru/piter/2020/05/27/1845659.html	https://pasmi.ru/archive/270672/
right	https://www.yarnews.net/news/show/yaroslavl-region/51592/s_kazhdym_dnem_vse_menshe_v_yaroslavskoj_oblasti_82_novyh_sluchaya_covid-19.htm	https://news-r.ru/news/events/479799/
left	https://www.dp.ru/a/2020/05/27/V_Peterburge_umerla_berem	https://sankt-peterburg.glavny.tv/news/469640
left	https://realnoevremya.ru/news/175955-peskov-dopustil-chto-24-iyunya-budet-vyhodnym	https://politros.com/167417-den-parada-pobedy-mogut-sdelat-vyhodnym
right	https://russian.rt.com/russia/news/750152-glava-udmurtii-koronavirus	https://www.rbc.ru/society/27/05/2020/5ece85459a7947d75cd3611a
left	https://fakty.com.ua/ru/ukraine/20200527-v-ukrayini-znovu-vpav-pryrist-hvoryh-na-covid-19-za-dobu-321-novyj-vypadok/	https://fakty.com.ua/ru/ukraine/20200527-karantyn-v-ukrayini-27-travnya-vse-shho-potribno-znaty/
left	https://runews24.ru/show-business/27/05/2020/0411f912f12a568f473cfb7253d551f6	https://www.sportsdaily.ru/news/pelageya-i-telegin-razvodyatsya
right	https://fakty.com.ua/ru/ukraine/20200527-v-ukrayini-znovu-vpav-pryrist-hvoryh-na-covid-19-za-dobu-321-novyj-vypadok/	https://delo.ua/econonomyandpoliticsinukraine/v-ukraine-za-sutki-koronavirusom-zabolel-321-che-368940/
right	https://fakty.com.ua/ru/ukraine/20200527-karantyn-v-ukrayini-27-travnya-vse-shho-potribno-znaty/	https://delo.ua/econonomyandpoliticsinukraine/v-ukraine-za-sutki-koronavirusom-zabolel-321-che-368940/
right	https://lenta.ru/news/2020/05/27/unemployment/	https://bankir.ru/novosti/20200527/mintrud-gotov-podderzat-strahovanie-ot-bezraboticy-10177707/
right	https://www.pnp.ru/social/rossiyanam-ozvuchili-vozmozhnye-sroki-vozobnovleniya-poezdok-za-granicu.html	https://kirov-portal.ru/news/poslednie-novosti/ehksperty-rasskazali-kogda-rossiyane-smogut-otdyhat-za-granicej-29551/
left	https://medialeaks.ru/news/2705mmg-quarantine-in-june/	https://ura.news/news/1052433791
right	https://nbnews.com.ua/za-rubezhom/2020/05/27/vsemu-vinoi-sanktsii-mezhdu-ssha-i-rf-nazrevaet-novyi-konflikt/	https://for-ua.com/article/1199521
left	https://bankir.ru/novosti/20200527/mintrud-gotov-podderzat-strahovanie-ot-bezraboticy-10177707/	https://news.ru/economics/strahovku-ot-bezraboticy-mogut-vvesti-v-rossii/
right	https://real-vin.com/nhl-objavila-plan-zavershenija-sezona	https://www.sports.ru/hockey/1085775965.html
right	https://vchaspik.ua/politika/478160-pravitelstvo-ukrainy-sozdalo-novoe-ministerstvo-podrobnosti	http://uaprom.info/news/174706-kabmin-razdelil-minenergo-dva-vedomstva.html
right	https://pravo.ru/news/222214/	https://www.onlinetambov.ru/news/society/gosduma-prinyala-zakon-o-zaprete-prilozheniy-s-piratskim-kontentom/
left	https://polit.info/496881-mismari-ulichil-bratev-musulman-v-publikacii-feikov-o-novyh-samoletah-v-livii	http://kontrakty.ua/article/156649
left	https://www.rbc.ru/society/27/05/2020/5ece7a409a7947cf6baeb892	https://versia.ru/mintrud-predlozhil-paket-mer-podderzhki-rossiyan-v-svyazi-s-pandemiej-koronavirusa
draw	https://www.pravda.ru/news/society/1501642-strahovat_ot_bezraboticy/	https://riafan.ru/1279923-v-rossii-mogut-vvesti-strakhovanie-ot-bezraboticy
right	https://www.rosbalt.ru/world/2020/05/27/1845657.html	https://vestikavkaza.ru/news/ucenye-koronavirus-lucse-prisposoblen-k-ludam-cem-k-letucim-mysam.html
right	https://eadaily.com/ru/news/2020/05/27/pust-priedet-gamkrelidze-priglasil-mariyu-zaharovu-v-centr-lugara	https://news2.ru/story/600648/
left	https://ria.ru/20200527/1572034193.html	https://rueconomics.ru/444144-v-lna-ocenili-soobshcheniya-o-samoletah-rf-v-livii
left	https://www.5.ua/ru/polytyka/kabmyn-razdelyl-mynysterstvo-enerhetyky-y-zashchyti-okruzhaiushchei-sredi-na-dva-otdelnikh-orhana-215930.html	https://zn.ua/POLITICS/pravitelstvo-razdelilo-ministerstvo-energetiki-i-zaschity-okruzhayuschey-sredy-355599_.html
right	https://autorating.ru/news/2020-05-27-obnovilos-semeystvo-bmw-5-serii/	https://rueconomics.ru/444307-bmw-predstavila-obnovlennyi-liftbek-6-i-serii-gt
right	https://kuban.mk.ru/social/2020/05/27/v-novorossiyske-proydet-voennyy-parad.html	https://vestikavkaza.ru/news/parady-v-cest-75-letia-pobedy-primut-stavropol-vladikavkaz-i-kaspijsk.html
draw	https://glasnarod.ru/novosti/2-raznye-novosti/323865-v-rossii-vyyavleno-8338-novyx-sluchaev-koronavirusa	https://news-r.ru/news/events/479799/
right	https://for-ua.com/article/1199521	https://charter97.org/ru/news/2020/5/27/380225/
right	https://mogilev.online/rus/news/world-8106/	https://news.rambler.ru/politics/44243607-putin-zhestko-otchital-chinovnikov-i-brosil-v-ih-storonu-ruchku/
left	https://www.dp.ru/a/2020/05/27/V_Peterburge_umerla_berem	https://moika78.ru/news/2020-05-27/421524-beremennaya-inostranka-s-koronavirusom-umerla-v-botkinskoj-bolnitse/
left	https://www.rbc.ru/society/27/05/2020/5ece85459a7947d75cd3611a	https://news.rambler.ru/politics/44251651-glava-udmurtii-zarazilsya-koronavirusom/?utm_source=rnewsvk&utm_campaign=post&utm_medium=social
left	https://mir24.tv/news/16411590/samoizolyacii-i-propusknoi-rezhim-prodlevayutsya-v-moskve-do-14-iyunya	https://www.infox.ru/news/283/236407-sobanin-rasskazal-o-vtorom-etape-smagcenia-ogranicenij
right	https://shazoo.ru/2020/05/27/94821/molnienosnaya-skorost-i-udivitelnye-igry-sony-obnovila-stranicu-ps5	https://shazoo.ru/2020/05/27/94852/bloomberg-sony-mozhet-pokazat-ps5-uzhe-3-iyunya
left	https://lenta.ru/news/2020/05/27/ukraine_avia/	https://korrespondent.net/ukraine/4233507-v-moz-nazvaly-uslovyia-vozobnovlenyia-avyapereletov
left	https://tass.ru/mezhdunarodnaya-panorama/8575859	https://ukranews.com/news/704707-direktor-ukrainskogo-evrejskogo-komiteta-dolinskij-soobshhil-chto-nardepa-vyatrovicha-vyzvali-v-sud
right	https://korrespondent.net/ukraine/4233495-viatrovycha-budut-sudyt-za-symvolyku-ss	https://from-ua.com/news/550382-pobeda-spravedlivosti-zdravogo-smisla-i-zakona-vyatrovich-proigral-sud-po-delu-o-simvolike-ss-galichina.html
left	https://www.mk.ru/economics/2020/05/27/putin-podderzhal-predlozhenie-utroit-minimalnyy-razmer-posobiya-po-bezrabotice.html	https://www.vkonline.ru/news/archive/256262/vladimir-putin-utverdil-mery-podderzhki-rossiyan-v-usloviyah-pandemii
right	https://ura.news/news/1052433791	https://lifehacker.ru/rezhim-samoizolyacii-v-moskve-prodlyon/
left	https://strana.ua/news/269617-stepanov-nazval-uslovie-kotoroe-pozvolit-vozobnovit-aviasoobshchenie-s-15-ijunja.html	https://www.facenews.ua/news/2020/481275/
left	https://susanin.news/russia/business/20200527-273843/	https://www.livekuban.ru/news/obshchestvo/rospotrebnadzor-kak-dolzhny-rabotat-basseyny-i-fitnes-kluby/
right	http://uaprom.info/news/174706-kabmin-razdelil-minenergo-dva-vedomstva.html	https://zn.ua/POLITICS/pravitelstvo-razdelilo-ministerstvo-energetiki-i-zaschity-okruzhayuschey-sredy-355599_.html
right	https://apostrophe.ua/news/society/2020-05-27/v-ukraine-budut-bushevat-grozy-no-est-priyatnyj-syurpriz-prognoz-sinoptika/198469	https://strana.ua/news/269747-pohoda-v-ukraine-28-maja-vo-vsem-oblastjam-projdut-dozhdi-karta-prohnoza.html
right	https://lifehacker.ru/rezhim-samoizolyacii-v-moskve-prodlyon/	https://www.newsru.com/russia/27may2020/samoizo14jun.html
left	https://politexpert.net/198289-modernizirovannyi-tu-22m3m-proshel-ispytaniya-na-giperzvukovyh-skorostyah	https://www.business-gazeta.ru/news/469871
right	https://ura-inform.com/ru/society/2020/05/27/koronavirus-v-ukraine-poslednie-dannye-po-sostojaniju-na-27-maja	https://kp.ua/covid/668536-koronavyrus-v-ukrayne-zabolevshykh-pochty-22-tysiachy-za-sutky-vyzdorovely-420-chelovek
right	https://ria.ru/20200527/1572040489.html	https://www.mk.ru/science/2020/05/27/uchenye-usomnilis-v-istochnike-proiskhozhdeniya-koronavirusa-izza-ego-udivitelnoy-sposobnosti.html
right	https://kirov-portal.ru/news/poslednie-novosti/ehksperty-rasskazali-kogda-rossiyane-smogut-otdyhat-za-granicej-29551/	https://www.business-gazeta.ru/news/469897
right	https://roskomsvoboda.org/59117/	https://www.onlinetambov.ru/news/society/gosduma-prinyala-zakon-o-zaprete-prilozheniy-s-piratskim-kontentom/
right	https://www.kommersant.ru/doc/4357704	https://www.mskagency.ru/materials/3007303
left	https://www.mk.ru/economics/2020/05/27/rossiyane-massovo-zabirayut-valyutu-iz-bankov.html	https://vologda-poisk.ru/news/ekonomika/zhiteli-strany-massovo-snimayut-valyutu-s-bankovskih-schetov
left	https://gnkk.ru/news/stala-izvestna-data-provedeniya-v-ross/	https://www.pravda.ru/politics/1501743-pobeda/
right	https://www.pravda.ru/news/showbiz/1501927-Mihail_Efremov/	https://www.infox.ru/news/283/236429-mihail-efremov-rasskazal-kak-silno-izmenilas-zizn-akterov-iz-za-epidemii
right	http://kontrakty.ua/article/156644	https://korrespondent.net/business/companies/4233598-tret-maloho-byznesa-v-ukrayne-poteriala-bolee-polovyny-dokhodov
right	https://pg21.ru/news/64608	https://meduza.io/news/2020/05/27/byvshiy-glava-chuvashii-mihail-ignatiev-podavshiy-v-sud-na-putina-popal-v-bolnitsu-s-dvustoronney-pnevmoniey
left	https://nevasport.ru/144600-kluby-nhl-provedut-po-dva-vystavochnyh-matcha-pered-vozobnovleniem-sezona/	https://real-vin.com/nhl-objavila-plan-zavershenija-sezona
draw	https://www.mskagency.ru/materials/3007303	https://www.rosbalt.ru/moscow/2020/05/27/1845730.html
left	https://racurs.ua/n138846-kolossalnyy-krizis-v-energetike-pobudil-pravitelstvo-sozdat-minenergo-shmygal-dokument.html	https://vchaspik.ua/politika/478160-pravitelstvo-ukrainy-sozdalo-novoe-ministerstvo-podrobnosti
right	https://ura.news/news/1052433702	https://meduza.io/news/2020/05/27/byvshiy-glava-chuvashii-mihail-ignatiev-podavshiy-v-sud-na-putina-popal-v-bolnitsu-s-dvustoronney-pnevmoniey
right	https://pravo.ru/news/222214/	https://www.intermedia.ru/news/347704
right	https://tsargrad.tv/news/ochevidnye-signaly-gneva-putina-bojatsja-stoit-ne-tolko-broshennoj-ruchki_256286	https://news.rambler.ru/politics/44243607-putin-zhestko-otchital-chinovnikov-i-brosil-v-ih-storonu-ruchku/
left	https://shazoo.ru/2020/05/27/94852/bloomberg-sony-mozhet-pokazat-ps5-uzhe-3-iyunya	https://akket.com/raznoe/212514-sony-playstation-5-neozhidanno-poyavilas-na-ofitsialnom-sajte.html
right	https://news.rambler.ru/politics/44247120-kosachev-ssha-prevratilis-v-mirovogo-shantazhista-nomer-odin/	http://pozitciya.com.ua/80106-ssha-vvedut-novye-sankcii-protiv-nord-stream-2.html
right	https://ura-inform.com/ru/society/2020/05/27/koronavirus-v-ukraine-poslednie-dannye-po-sostojaniju-na-27-maja	https://nikvesti.com/news/public/189258
left	https://tvzvezda.ru/news/vstrane_i_mire/content/20205271412-NbgQ2.html	https://www.pnp.ru/social/rossiyanam-ozvuchili-vozmozhnye-sroki-vozobnovleniya-poezdok-za-granicu.html
right	https://isport.ua/hockey/nhl/1849335-stali-izvestny-pary-plej-off-nkhl	https://www.sports.ru/hockey/1085775965.html
