quality	left_url	right_url
right	https://telegraf.com.ua/ukraina/obshhestvo/5486534-zakonoproekt-zelenskogo-o-voinskoy-povinnosti-poyavilsya-tekst-dokumenta.html	https://fakty.com.ua/ru/ukraine/20200529-zelenskyj-proponuye-stvoryty-novyj-vyd-sluzhby-dlya-rezervistiv/
right	https://zn.ua/UKRAINE/plan-perehvat-okolo-sotni-pravonarushiteley-tri-ugolovnyh-dela-glavnoe-o-perestrelke-v-brovarah-355917_.html	https://368.media/2020/05/29/strelba-v-brovarah-proizoshel-konflikt-mezhdu-legalnymi-i-nelegalnymi-perevozchikami/
right	https://kp.ua/citynews/668780-s-ponedelnyka-vkhod-v-kyevskoe-metro-nachnut-ohranychyvat	https://donpress.com/news/29-05-2020-v-kievskom-metropolitene-s-1-iyunya-vozmozhny-sereznye-ogranicheniya
right	https://footballhd.ru/allnews/italianews/301395-na-azmuna-poyavilsya-esche-odin-pretendent-v-serii-a.html	https://moika78.ru/news/2020-05-29/422798-milan-zainteresovalsya-igrokom-zenita-azmunom/
right	https://www.onlinetambov.ru/news/society/vserossiyskiy-vypusknoy-vecher-proydet-v-rezhime-onlayn-27-iyunya/	https://fedpress.ru/news/77/society/2507644
left	https://kazanfirst.ru/news/519488	https://www.sports.ru/football/1085818679.html?utm_source=telegram&utm_medium=dig&utm_campaign=2020-05-30
left	https://russian.rt.com/sport/news/750748-glushakov-sluhi-uhod-ahmat	https://bombardir.ru/news/604773-Sport24-Glushakov-letom-pokinet-Ahmat%20
left	https://car.ru/news/automobili/76115-ilon-mask-proehal-pod-los-andzhelesom-na-tesla-cybertruck/	https://tech.onliner.by/2020/05/29/pochemu-pikap-bronirovannyj-potomu-chto-eto-kruto-tesla-cybertruck-proexal-po-tonnelyu-boring-company
right	https://www.ntv.ru/novosti/2346682/	https://www.znak.com/2020-05-29/v_gosdume_schitayut_chto_rossiyskie_plyazhi_nachnut_otkryvat_uzhe_1_iyulya
left	https://gordonua.com/news/kiev/v-kieve-za-sutki-covid-19-podtverdili-u-56-chelovek-1501987.html	http://kontrakty.ua/article/156780
right	https://moika78.ru/news/2020-05-30/423093-kurortnyj-sezon-dlya-mestnyh-v-krymu-nachnyotsya-15-iyunya/	https://www.mk.ru/social/2020/05/29/krym-15-iyunya-otkroet-oteli-i-sanatorii-dlya-svoikh-zhiteley.html?utm_referrer=https%3A%2F%2Fzen.yandex.com%2F%3Ffrom%3Dspecial&utm_campaign=dbr&utm_source=YandexZenSpecial
right	https://news.finance.ua/ru/news/-/471809/v-rossii-podschitali-padenie-vvp-iz-za-neftyanoj-vojny-i-koronakrizisa	https://rtvi.com/news/rossiyskaya-ekonomika-v-aprele-upala-na-12/
right	https://www.gorodskievesti.ru/2020/05/29/data-shkolnyh-vypusknyh/	https://kubnews.ru/obshchestvo/2020/05/29/shkolnye-vypusknye-v-rossii-proydut-onlayn-27-iyunya-/
left	https://66.ru/news/business/231241/	https://theins.ru/news/222655
right	https://tsargrad.tv/news/bandity-na-zarplate-sorosa-szhigajushhie-minneapolis-protestujushhie-okazalis-ne-mestnymi_256777	https://strana.ua/news/270057-protesty-v-minneapolise-tramp-hrozit-vvesti-v-horod-natshvardiju.html
bad	https://myslo.ru/news/tula/2020-05-29-meteopreduprezhdenie-na-tulu-dvizhetsya-grad-groza-i-sil-nyj-veter	https://superomsk.ru/news/89284-nad_omskoy_oblastyu_navis_i_groxochet_samy_krupny_/
left	https://www.mk.ru/social/2020/05/29/sociologi-ocenili-gotovnost-rossiyan-golosovat-distancionno.html	https://mskgazeta.ru/politika/rossiyane-opasayutsya-elektronnogo-golosovaniya-5245.html
right	https://www.obozrevatel.com/sport/football/uefa-mozhet-otobrat-final-lch-u-stambula-nazvana-prichina.htm	http://allsport-news.net/367146_liga_chempionov_mojet_byit_doigrana_v_formate_finala_chetyireh_v_germanii_a_ne_v_turtsii_sky_sport_italia.html
left	https://meduza.io/news/2020/05/29/detskiy-ombudsmen-predlozhila-uvyazat-finansirovanie-klinik-s-kolichestvom-abortov-menshe-abortov-bolshe-deneg?utm_source=telegram&utm_medium=live&utm_campaign=live	https://www.newsru.com/russia/29may2020/abort_money.html?utm_source=rss
right	https://www.interfax.ru/russia/710903	https://www.kommersant.ru/doc/4358781
bad	http://36on.ru/news/people/90687-v-voronezhskoy-oblasti-ob-yavili-shtormovoe-preduprezhdenie-iz-za-livney-i-groz	https://myslo.ru/news/tula/2020-05-29-meteopreduprezhdenie-na-tulu-dvizhetsya-grad-groza-i-sil-nyj-veter
right	https://apostrophe.ua/news/world/america/2020-05-29/massovyie-besporyadki-iz-za-ubiystva-v-minneapolise-tramp-sdelal-ugrojayuschee-zayavlenie/198662	https://www.rosbalt.ru/world/2020/05/29/1846064.html
left	https://zn.ua/POLITICS/zelenskiy-predlagaet-uvelichit-shtrafy-za-uklonenie-ot-prizyva-355928_.html	https://racurs.ua/n138956-zelenskiy-zadumalsya-o-novom-vide-voennoy-slujby-i-uvelichenii-shtrafov-dokument.html
left	https://gordonua.com/news/society/minzdrav-ne-rekomenduet-vyhodit-na-rabotu-lyudyam-starshe-60-let-stepanov-1501966.html	http://pozitciya.com.ua/80189-lyudyam-starshe-60-let-ne-sovetuyut-vyhodit-na-rabotu.html
left	https://www.ostro.org/general/society/news/591160/	https://zn.ua/UKRAINE/v-metro-kieva-mogut-vvesti-ogranicheniya-na-vhod-355858_.html
left	https://www.pnp.ru/social/v-moskve-ne-budut-vvodit-novye-shtrafy-za-otsutstvie-masok-ili-perchatok-na-ulicakh.html	https://lenta.ru/news/2020/05/29/maska/
left	https://strana.ua/news/270052-v-pjatnitsu-ukrainu-snova-nakrojut-livni.html	https://www.5.ua/ru/obshchestvo/kakykh-siurpryzov-zhdat-ot-tsyklona-yzolda-v-poslednye-vikhodnie-vesni-prohnoz-synoptyka-216111.html
left	https://interfax.com.ua/news/political/665643.html	http://www.trud.ru/article/29-05-2020/1390420_konstitutsija_ne_ta_lukashenko_vystupil_protiv_zhenschin_na_postu_prezidenta.html
bad	https://www.riatomsk.ru/article/20200529/mchs-preduprezhdaet-tomichej-o-porivistom-vetre-na-vihodnih/	https://moe-belgorod.ru/news/weather/1065579
right	https://ria.ru/20200529/1572150359.html	https://www.znak.com/2020-05-29/v_rossii_mogut_sozdat_specialnoe_prilozhenie_dlya_trudovyh_migrantov
left	https://www.molnet.ru/mos/ru/order/o_745745	https://vestikavkaza.ru/news/na-mkad-proizosli-dve-avarii-s-gruzovikami-est-postradavsie.html
right	https://fergana.agency/videos/118629/	https://www.ntv.ru/novosti/2346601/
right	https://theins.ru/news/222477	https://politexpert.net/198541-twitter-udalil-post-trampa-ob-ispolzovanii-armii-v-minneapolise
right	https://apostrophe.ua/news/world/ex-ussr/2020-05-29/snachala-dengi-kreml-vyistavil-belarusi-millionnyiy-schet/198725	https://www.rbc.ru/economics/29/05/2020/5ed107c89a79476915916042
bad	https://www.riatomsk.ru/article/20200529/mchs-preduprezhdaet-tomichej-o-porivistom-vetre-na-vihodnih/	http://36on.ru/news/people/90687-v-voronezhskoy-oblasti-ob-yavili-shtormovoe-preduprezhdenie-iz-za-livney-i-groz
right	http://kontrakty.ua/article/156762	https://zn.ua/POLITICS/zelenskiy-predlagaet-uvelichit-shtrafy-za-uklonenie-ot-prizyva-355928_.html
right	https://planet-today.ru/geopolitika/item/122499-zhdet-li-aziyu-novaya-vojna	https://news.rambler.ru/world/44265627-kitay-zapodozrili-v-podgotovke-k-voyne-s-indiey/
left	https://www.asi.org.ru/news/2020/05/29/gosduma-pishhevye-othody/	https://slovodel.com/561955-vostrecov-obyasnil-pochemu-neobhodimo-zapretit-zahoronenie-pishchevyh-othodov
right	https://iz.ru/1017160/kirill-senin/obryv-seti-tramp-obiavil-voinu-twitter-i-drugim-sotcialnym-platformam	https://nbnews.com.ua/za-rubezhom/2020/05/29/tramp-vs-sotsseti-amerikanskii-prezident-podpisal-ukaz-protiv-sotssetei-i-nameren-zakryt-twitter/
bad	https://www.riatomsk.ru/article/20200529/mchs-preduprezhdaet-tomichej-o-porivistom-vetre-na-vihodnih/	https://myslo.ru/news/tula/2020-05-29-meteopreduprezhdenie-na-tulu-dvizhetsya-grad-groza-i-sil-nyj-veter
right	https://www.business-gazeta.ru/news/470166	https://argumentiru.com/2020/05/sm-512957
right	https://ria.ru/20200529/1572150359.html	https://tvrain.ru/news/ria_novosti_v_mvd-509709/
right	https://omskzdes.ru/society/69948.html	https://vladtime.ru/polit/748916
right	https://www.5.ua/ru/polytyka/derzkoe-unyzhenye-ukrayni-y-ukrayntsev-posol-melnyk-o-viskazivanyiakh-shredera-v-svoi-adres-216116.html	https://www.mk.ru/politics/2020/05/29/posol-ukrainy-obvinil-obozvavshego-ego-karlikom-shredera-v-unizhenii-ukraincev.html
left	https://kazanfirst.ru/news/519488	https://footballhd.ru/allnews/italianews/301395-na-azmuna-poyavilsya-esche-odin-pretendent-v-serii-a.html
left	https://news.ru/football/ligu-chempionov-planiruyut-doigrat-v-formate-finala-chetyryoh-v-germanii/	https://www.obozrevatel.com/sport/football/uefa-mozhet-otobrat-final-lch-u-stambula-nazvana-prichina.htm
right	https://charter97.org/ru/news/2020/5/29/380499/	https://368.media/2020/05/29/strelba-v-brovarah-proizoshel-konflikt-mezhdu-legalnymi-i-nelegalnymi-perevozchikami/
bad	https://actualnews.org/exclusive/348179-dozhdi-i-silnyj-veter-sinoptike-rasskazali-o-pogode-v-rostove-na-vyhodnyh.html	https://newstracker.ru/news/society/29-05-2020/shtormovoe-preduprezhdenie-ob-yavili-na-stavropolie-iz-za-livnya-grada-i-uragana
left	https://info24.ru/news/posle-smerti-afroamerikanca-v-ssha-policejskogo-obvinili-v-nepredumyshlennom-ubijstve.html	https://moscow-baku.ru/news/proisshestviya/zadushivshiy_afroamerikantsa_pri_areste_amerikanskiy_politseyskiy_vzyat_pod_strazhu/
right	https://tvrain.ru/news/otkrytie_glavnogo_hrama_minoborony_projdet_22_ijunja_ego_posetit_putin-509741/	https://theins.ru/news/222594
left	https://hightech.fm/2020/05/29/fish-depr	https://knife.media/fish-depression/
left	https://info24.ru/news/posle-smerti-afroamerikanca-v-ssha-policejskogo-obvinili-v-nepredumyshlennom-ubijstve.html	https://news.ru/usa/v-ssha-byvshego-policejskogo-obvinili-v-ubijstve-posle-smerti-afroamerikanca/
left	https://3dnews.ru/1012146	https://andro-news.com/news/rasstanovka-sil-na-rynke-nosimyh-ustroystv-za-pervyy-kvartal-202.html
right	https://www.if24.ru/vvp-rossii-ruhnul-v-aprele-na-12/	https://newizv.ru/news/economy/29-05-2020/minekonomiki-zayavilo-o-padenii-vvp-v-aprele-na-12
left	https://inforeactor.ru/305033-twitter-zablokiroval-post-trampa-za-geroizaciyu-nasiliya-v-minneapolise	https://www.golos-ameriki.ru/a/twitter-trump-glorifying-violence/5440975.html
right	https://eadaily.com/ru/news/2020/05/29/tramp-obyavil-voynu-socsetyam-sobytiya-nochi-29-maya-eadaily	http://pozitciya.com.ua/80172-tramp-prigrozil-zakryt-twitter-i-podpisal-ukaz-protiv-cenzury-v-socsetyah.html
left	https://www.znak.com/2020-05-29/v_minneapolise_nachalis_pogromy_iz_za_smerti_afroamerikanca_posle_zhestokogo_zaderzhaniya	https://fergana.agency/videos/118629/
left	https://www.znak.com/2020-05-29/v_gosdume_schitayut_chto_rossiyskie_plyazhi_nachnut_otkryvat_uzhe_1_iyulya	https://www.panram.ru/news/strana/otkrytiya-plyazhey-v-rossii-zaderzhitsya-/
left	https://fakty.com.ua/ru/sport/20200529-final-ligy-chempioniv-perenesut-zi-stambula-the-independent/	https://www.obozrevatel.com/sport/football/uefa-mozhet-otobrat-final-lch-u-stambula-nazvana-prichina.htm
right	https://www.euro-football.ru/article/29/1004368320_milan_zainteresovalsya_forvardom_zenita	https://moika78.ru/news/2020-05-29/422798-milan-zainteresovalsya-igrokom-zenita-azmunom/
right	http://politsovet.ru/66627-golosovanie-po-konstitucii-budut-provodit-v-palatkah.html	https://vladtime.ru/polit/748916
right	https://www.gorodskievesti.ru/2020/05/29/data-shkolnyh-vypusknyh/	https://www.riatomsk.ru/article/20200529/minprosvescheniya-rekomendovalo-regionam-provesti-vipusknie-27-iyunya/
right	https://www.facenews.ua/news/2020/481467/	https://ua.news/ru/v-ukraine-povysyatsya-tarify-na-elektroenergiyu-dlya-naseleniya/
left	https://www.znak.com/2020-05-29/v_minneapolise_nachalis_pogromy_iz_za_smerti_afroamerikanca_posle_zhestokogo_zaderzhaniya	https://thebell.io/gorod-v-ogne-v-minneapolise-usilivayutsya-massovye-protesty/?utm_source=tg.daily&utm_medium=social&utm_campaign=situatsiya-v-minneapolise-nakalilas-do-za
right	https://fakty.com.ua/ru/ukraine/suspilstvo/20200529-u-metro-kyyeva-obmezhat-vhid-koly-i-navishho/	https://www.ostro.org/general/society/news/591160/
right	https://www.euro-football.ru/article/29/1004368395_glushakov_prokommentiroval_sluhi_o_svoem_buduschem	http://allsport-news.net/367228_glushakov_o_situatsii_s_kontraktom_logichnee_snachala_zavershit_turnir_a_potom_dumat_o_buduschem.html
left	https://www.dp.ru/a/2020/05/29/Den_raboti_rossijskih_me	http://www.garant.ru/news/1377060/
left	https://vestikavkaza.ru/news/rospotrebnadzor-razresil-rpl-provodit-matci-v-prisutstvii-zritelej.html	https://rg.ru/2020/05/29/rfs-i-rospotrebnadzor-dogovorilis-o-provedenii-matchej-rpl-so-zriteliami.html
bad	https://moe-belgorod.ru/news/weather/1065579	http://obozvrn.ru/archives/108992
left	https://fakty.com.ua/ru/sport/20200529-final-ligy-chempioniv-perenesut-zi-stambula-the-independent/	https://russian.rt.com/sport/news/750756-final-liga-chempionov-stambul?utm_source=rss&utm_medium=rss&utm_campaign=RSS
left	https://www.mk.ru/social/2020/05/30/golikova-rasskazala-o-razdelenii-grupp-umershikh-s-koronavirusom-na-gruppy.html	https://russian.rt.com/russia/news/750769-golikova-koronavirus-smertnost
left	https://ptzgovorit.ru/news/pravitelstvo-vernet-nalogi-za-2019-god-samozanyatym-rossiyanam	https://www.vesti.ru/doc.html?id=3269413
right	https://russian.rt.com/russia/news/750789-moskva-skonchalis-koronavirus	https://www.kommersant.ru/doc/4363591
right	https://www.mk.ru/incident/2020/05/29/v-podmoskove-nashli-svalku-lekarstv-ot-onkologii.html	https://www.kasparov.ru/material.php?id=5ED0BA7FC0A68
left	https://ura.news/news/1052434013	http://www.vest-news.ru/news/146899
right	https://rns.online/society/Tramp-zayavil-o-razrive-otnoshenii-s-VOZ-2020-05-29/	https://real-vin.com/tramp-razorval-otnoshenija-ssha-s-voz
right	https://rspectr.com/novosti/59255/mvd-rossii-mozhet-sozdat-specialnoe-prilozhenie-dlya-migrantov	https://zona.media/news/2020/05/29/migrant
right	https://www.rosbalt.ru/world/2020/05/29/1846047.html	https://ria.ru/20200529/1572151729.html
left	https://www.niann.ru/?id=552763	https://www.dp.ru/a/2020/05/29/SMI_vkljuchili_v_perechen_p
right	https://grozny.tv/news.php?id=37947	https://tass.ru/obschestvo/8600171
right	https://www.nakanune.ru/news/2020/05/29/22574897/	https://anapa-ch.ru/pravitelstvo-vklyuchilo-smi-v-spisok-naibolee-postradavshix-otraslej/
right	https://news.rambler.ru/weather/44261055-pogoda-v-moskve-teplo-i-dozhdlivo-moskvichi-ne-dozhdutsya-solntsa/	https://35media.ru/news/2020/05/29/gidrometcentr-predupredil-o-rezkom-poholodanii-v-pervyj-den-leta
right	https://info24.ru/news/v-gosdume-rasskazali-kogda-mogut-byt-otkryty-rossijskie-plyazhi.html	https://www.znak.com/2020-05-29/v_gosdume_schitayut_chto_rossiyskie_plyazhi_nachnut_otkryvat_uzhe_1_iyulya
right	https://www.mk.ru/politics/2020/05/29/tramp-dopustil-zakrytie-twitter-v-ssha.html	https://politexpert.net/198504-tramp-nuzhdaetsya-v-konsultacii-yuristov-po-voprosu-zakrytiya-twitter
right	https://stavropolye.tv/news/134472	https://tass.ru/v-strane/8600623
left	https://real-vin.com/tramp-razorval-otnoshenija-ssha-s-voz	https://www.mk.ru/politics/2020/05/29/ssha-razorvali-otnosheniya-s-voz.html
right	https://www.epravda.com.ua/rus/news/2020/05/29/661130/	https://ukranews.com/news/705347-evrobondy-na-1-mlrd-dollarov-pogasila-ukraina
right	https://mskgazeta.ru/politika/rossiyane-opasayutsya-elektronnogo-golosovaniya-5245.html	https://roskomsvoboda.org/59260/
bad	http://obozvrn.ru/archives/108992	https://superomsk.ru/news/89284-nad_omskoy_oblastyu_navis_i_groxochet_samy_krupny_/
right	https://ua.news/ru/missiya-crew-demo-v-nasa-sprognozirovali-kogda-astronavty-popadut-na-mks/	https://korrespondent.net/tech/space/4234442-v-NASA-rasskazaly-kohda-ekypazh-Crew-Dragon-popadet-na-mks
left	http://tvoygorodpskov.ru/2020/05/893468-tailand-s-1-iyulya-otmenit-vse-ogranicheniya-na-vnutrennee.html	https://novostivl.ru/post/82108/
right	https://www.capital.ua/ru/news/141995-minfin-pogasil-vypusk-obligatsiy-vneshnego-goszayma-na-1-mlrd	https://ukranews.com/news/705347-evrobondy-na-1-mlrd-dollarov-pogasila-ukraina
left	https://tjournal.ru/news/173467-v-rossii-zafiksirovali-8572-novyh-sluchaev-covid-19-zabolevshih-za-vse-vremya-bolshe-387-tysyach	https://www.pnp.ru/social/v-rossii-za-sutki-8572-cheloveka-zarazilis-koronavirusom.html
left	https://ua.news/ru/v-ukraine-povysyatsya-tarify-na-elektroenergiyu-dlya-naseleniya/	http://trassae95.com/all/news/2020/05/29/praviteljstvo-namereno-podnyatj-tarify-na-elektroenergiyu-dlya-naseleniya-57457.html
left	https://www.kommersant.ru/doc/4363541	https://donday.ru/prezident-objavil-24-ijunja-nerabochim-dnem.html
right	https://tsargrad.tv/news/leto-v-moskve-nachnjotsja-s-anomalii-v-gidrometcentre-zajavili-ob-otklonenii-ot-normy_256788	https://35media.ru/news/2020/05/29/gidrometcentr-predupredil-o-rezkom-poholodanii-v-pervyj-den-leta
right	https://fakty.com.ua/ru/sport/20200529-final-ligy-chempioniv-perenesut-zi-stambula-the-independent/	https://bombardir.ru/news/604785-Final-Ligi-chempionov-mozhet-proyti-v-Lissabone-a-ne-v-Stambule%20
left	https://vestikavkaza.ru/news/sotna-perevozcikov-ustroila-pod-kievom-massovuu-perestrelku.html	http://pozitciya.com.ua/80188-borba-band-za-marshrutki-avakov-rasskazal-o-prichinah-razborok-v-brovarah.html
right	https://newinform.com/227779-rossiiskie-uchenye-obnaruzhili-u-ryb-otchayanie	https://hightech.fm/2020/05/29/fish-depr
right	https://rns.online/society/V-Moskve-otsenili-snizhenie-chisla-gospitalizatsii-s-koronavirusom-2020-05-29/	https://russian.rt.com/russia/news/750717-moskva-gospitalizaciya-koronavirus
right	https://fakty.com.ua/ru/ukraine/suspilstvo/20200529-u-metro-kyyeva-obmezhat-vhid-koly-i-navishho/	https://kp.ua/citynews/668780-s-ponedelnyka-vkhod-v-kyevskoe-metro-nachnut-ohranychyvat
right	https://riafan.ru/1280776-v-minnesote-obvinili-v-ubiistve-eks-policeiskogo-pridavivshego-sheyu-afroamerikanca	https://strana.ua/news/270221-v-ssha-zaderzhali-politsejskoho-kotoryj-zadushil-temnokozheho-pri-zaderzhanii.html
right	https://openmedia.io/news/n1/rossijskie-vlasti-predlozhili-zapretit-uvolnyat-rabotnikov-vo-vremya-karantina/	https://moika78.ru/news/2020-05-29/422488-mintrud-predlozhili-zapretit-uvolnyat-sotrudnikov-na-vremya-pandemii/
left	https://joinfo.ua/weather/1272090_Gismeteo-Ukraina-pogoda-29-maya-2020--silniy.html	http://kontrakty.ua/article/156743
left	https://news.tut.by/economics/686616.html	https://www.rbc.ru/economics/29/05/2020/5ed107c89a79476915916042
right	https://www.tourdom.ru/news/i-u-nas-budet-ne-khuzhe-chem-v-turtsii-plyazhi-v-rossii-mogut-otkrytsya-s-1-iyulya.html	https://www.znak.com/2020-05-29/v_gosdume_schitayut_chto_rossiyskie_plyazhi_nachnut_otkryvat_uzhe_1_iyulya
left	https://www.rbc.ru/business/29/05/2020/5ed12cb89a79477f40feb542	https://www.znak.com/2020-05-29/vedomosti_rasskazali_o_smene_pokupatelya_gazety
right	https://tvzvezda.ru/news/vstrane_i_mire/content/20205291828-nKkbl.html	https://www.rbc.ru/economics/29/05/2020/5ed107c89a79476915916042
right	https://openmedia.io/news/n1/rossijskie-vlasti-predlozhili-zapretit-uvolnyat-rabotnikov-vo-vremya-karantina/	https://vladnews.ru/2020-05-29/172712/mintrud_predlagaet
left	https://novostivl.ru/post/82108/	https://www.zakon.kz/5025043-kogda-tailand-nachnet-prinimat-turistov.html
right	https://www.dsnews.ua/politics/tsinichnyy-lobbist-kremlya-ukrainskiy-posol-razmazal-eks-kantslera-29052020081700	https://lenta.ru/news/2020/05/29/melnik/
left	https://rns.online/society/Tramp-zayavil-o-razrive-otnoshenii-s-VOZ-2020-05-29/	https://www.mk.ru/politics/2020/05/29/ssha-razorvali-otnosheniya-s-voz.html
draw	https://www.mk.ru/social/2020/05/29/v-rossii-vyyavleno-8-572-sluchaya-koronavirusa-za-sutki.html	https://www.pnp.ru/social/v-rossii-za-sutki-8572-cheloveka-zarazilis-koronavirusom.html
right	https://www.kommersant.ru/doc/4363444	https://meduza.io/news/2020/05/29/interfaks-nazval-22-iyunya-datoy-otkrytiya-hrama-minoborony
left	https://nikvesti.com/news/public/189476	http://pozitciya.com.ua/80189-lyudyam-starshe-60-let-ne-sovetuyut-vyhodit-na-rabotu.html
right	https://kp.ua/politics/668842-lehalyzatsyia-oblav-y-povyshennye-shtrafy-chto-nuzhno-znat-pryzyvnyku	https://racurs.ua/n138956-zelenskiy-zadumalsya-o-novom-vide-voennoy-slujby-i-uvelichenii-shtrafov-dokument.html
left	https://tass.ru/moskva/8602007	https://rns.online/society/V-Moskve-otsenili-snizhenie-chisla-gospitalizatsii-s-koronavirusom-2020-05-29/
right	https://rg.ru/2020/05/29/rfs-i-rospotrebnadzor-dogovorilis-o-provedenii-matchej-rpl-so-zriteliami.html	https://www.sportsdaily.ru/articles/datchane-pridumali-kak-igrat
left	https://tjournal.ru/tech/173479-ilon-mask-i-dzhey-leno-prokatilis-na-tesla-cybertruck-po-tonnelyu-pod-los-andzhelesom	https://3dnews.ru/1012158/
left	http://allsport-news.net/367191_ahmat_ne_planiruet_prodlevat_kontrakt_s_glushakovyim_sport24.html	https://www.pravda.ru/news/sport/1502519-glushakov_akhmat/
right	https://lenta.ru/news/2020/05/29/smi_vkluchili/	https://rns.online/it-and-media/Mishustin-vklyuchil-SMI-v-perechen-postradavshih-otraslei-2020-05-29/
left	https://ria.ru/20200529/1572196872.html	https://www.mk.ru/social/2020/05/29/v-novom-koap-poyavilsya-razdel-pro-nesovershennoletnikh.html
right	https://www.vesti.ru/doc.html?id=3269413	https://nation-news.ru/526467-pravitelstvo-rf-reshilo-vernut-samozanyatym-grazhdanam-nalog-za-2019-god
bad	https://moe-belgorod.ru/news/weather/1065579	https://superomsk.ru/news/89284-nad_omskoy_oblastyu_navis_i_groxochet_samy_krupny_/
left	https://ptzgovorit.ru/news/pravitelstvo-vernet-nalogi-za-2019-god-samozanyatym-rossiyanam	https://vestikavkaza.ru/news/v-rossii-samozanatym-vernut-nalogi-v-uprosennom-poradke.html
right	https://www.golos-ameriki.ru/a/twitter-trump-glorifying-violence/5440975.html	https://gordonua.com/news/worldnews/twitter-pometil-post-trampa-o-protestah-v-minneapolise-kak-geroiziruyushchiy-nasilie-1502034.html
right	https://www.business-gazeta.ru/news/470214	http://tvoygorodpskov.ru/2020/05/893468-tailand-s-1-iyulya-otmenit-vse-ogranicheniya-na-vnutrennee.html
